time,x,y,psi,speed,curvature
4.31,15.3512,0.463794,0.0278255,5.01562,-0.000457215
4.32,15.4014,0.46519,0.0278026,5.01562,-0.000458592
4.33,15.4515,0.466584,0.0277795,5.01562,-0.000459967
4.34,15.5017,0.467977,0.0277564,5.01562,-0.000461341
4.35,15.5519,0.469369,0.0277332,5.01562,-0.000462714
4.36,15.602,0.47076,0.02771,5.01562,-0.000464086
4.37,15.6522,0.472149,0.0276866,5.01562,-0.000465457
4.38,15.7023,0.473538,0.0276633,5.01562,-0.000466827
4.39,15.7525,0.474925,0.0276398,5.01562,-0.000468195
4.4,15.8026,0.476311,0.0276163,5.01562,-0.000469562
4.41,15.8528,0.477696,0.0275927,5.01562,-0.000470929
4.42,15.9029,0.47908,0.027569,5.01562,-0.000472294
4.43,15.9531,0.480462,0.0275453,5.01562,-0.000473658
4.44,16.0033,0.481843,0.0275215,5.01562,-0.00047502
4.45,16.0534,0.483223,0.0274976,5.01562,-0.000476382
4.46,16.1036,0.484602,0.0274737,5.01562,-0.000477742
4.47,16.1537,0.48598,0.0274497,5.01562,-0.000479101
4.48,16.2039,0.487357,0.0274256,5.01562,-0.000480459
4.49,16.254,0.488732,0.0274015,5.01562,-0.000481816
4.5,16.3042,0.490106,0.0273773,5.01562,-0.000483172
4.51,16.3544,0.491479,0.027353,5.01562,-0.000484526
4.52,16.4045,0.492851,0.0273286,5.01562,-0.000485879
4.53,16.4547,0.494221,0.0273042,5.01562,-0.000487231
4.54,16.5048,0.49559,0.0272797,5.01561,-0.000488582
4.55,16.555,0.496958,0.0272552,5.01561,-0.000489932
4.56,16.6051,0.498325,0.0272306,5.01561,-0.00049128
4.57,16.6553,0.49969,0.0272059,5.01561,-0.000492627
4.58,16.7054,0.501055,0.0271811,5.01561,-0.000493973
4.59,16.7556,0.502418,0.0271563,5.01561,-0.000495318
4.6,16.8058,0.503779,0.0271314,5.01561,-0.000496662
4.61,16.8559,0.50514,0.0271065,5.01561,-0.000498004
4.62,16.9061,0.506499,0.0270815,5.01561,-0.000499345
4.63,16.9562,0.507857,0.0270564,5.01561,-0.000500685
4.64,17.0064,0.509214,0.0270312,5.01561,-0.000502023
4.65,17.0565,0.510569,0.027006,5.01561,-0.000503361
4.66,17.1067,0.511924,0.0269807,5.01561,-0.000504697
4.67,17.1568,0.513277,0.0269553,5.01561,-0.000506032
4.68,17.207,0.514628,0.0269299,5.01561,-0.000507365
4.69,17.2572,0.515979,0.0269044,5.01561,-0.000508698
4.7,17.3073,0.517328,0.0268789,5.01561,-0.000510029
4.71,17.3575,0.518676,0.0268533,5.01561,-0.000511359
4.72,17.4076,0.520022,0.0268276,5.01561,-0.000512687
4.73,17.4578,0.521367,0.0268018,5.01561,-0.000514015
4.74,17.5079,0.522711,0.026776,5.01561,-0.000515341
4.75,17.5581,0.524054,0.0267501,5.01561,-0.000516666
4.76,17.6083,0.525395,0.0267241,5.01561,-0.000517989
4.77,17.6584,0.526735,0.0266981,5.01561,-0.000519311
4.78,17.7086,0.528074,0.026672,5.01561,-0.000520632
4.79,17.7587,0.529411,0.0266459,5.01561,-0.000521952
4.8,17.8089,0.530748,0.0266196,5.0156,-0.00052327
4.81,17.859,0.532082,0.0265934,5.0156,-0.000524587
4.82,17.9092,0.533416,0.026567,5.0156,-0.000525903
4.83,17.9593,0.534748,0.0265406,5.0156,-0.000527218
4.84,18.0095,0.536079,0.0265141,5.0156,-0.000528531
4.85,18.0597,0.537408,0.0264876,5.0156,-0.000529843
4.86,18.1098,0.538736,0.0264609,5.0156,-0.000531153
4.87,18.16,0.540063,0.0264343,5.0156,-0.000532463
4.88,18.2101,0.541389,0.0264075,5.0156,-0.000533771
4.89,18.2603,0.542713,0.0263807,5.0156,-0.000535077
4.9,18.3104,0.544036,0.0263538,5.0156,-0.000536383
4.91,18.3606,0.545357,0.0263269,5.0156,-0.000537687
4.92,18.4108,0.546677,0.0262999,5.0156,-0.000538989
4.93,18.4609,0.547996,0.0262728,5.0156,-0.00054029
4.94,18.5111,0.549313,0.0262456,5.0156,-0.00054159
4.95,18.5612,0.550629,0.0262184,5.0156,-0.000542889
4.96,18.6114,0.551944,0.0261912,5.0156,-0.000544186
4.97,18.6615,0.553257,0.0261638,5.0156,-0.000545482
4.98,18.7117,0.554569,0.0261364,5.0156,-0.000546777
4.99,18.7618,0.55588,0.026109,5.0156,-0.00054807
5,18.812,0.557189,0.0260814,5.0156,-0.000549362
5.01,18.8622,0.558496,0.0260538,5.0156,-0.000550653
5.02,18.9123,0.559803,0.0260262,5.0156,-0.000551942
5.03,18.9625,0.561108,0.0259984,5.0156,-0.00055323
5.04,19.0126,0.562411,0.0259707,5.0156,-0.000554516
5.05,19.0628,0.563713,0.0259428,5.0156,-0.000555801
5.06,19.1129,0.565014,0.0259149,5.01559,-0.000557085
5.07,19.1631,0.566314,0.0258869,5.01559,-0.000558368
5.08,19.2132,0.567612,0.0258589,5.01559,-0.000559648
5.09,19.2634,0.568908,0.0258307,5.01559,-0.000560928
5.1,19.3136,0.570203,0.0258026,5.01559,-0.000562206
5.11,19.3637,0.571497,0.0257743,5.01559,-0.000563483
5.12,19.4139,0.572789,0.025746,5.01559,-0.000564759
5.13,19.464,0.57408,0.0257177,5.01559,-0.000566033
5.14,19.5142,0.57537,0.0256892,5.01559,-0.000567305
5.15,19.5643,0.576658,0.0256607,5.01559,-0.000568576
5.16,19.6145,0.577944,0.0256322,5.01559,-0.000569846
5.17,19.6646,0.579229,0.0256036,5.01559,-0.000571115
5.18,19.7148,0.580513,0.0255749,5.01559,-0.000572382
5.19,19.765,0.581796,0.0255461,5.01559,-0.000573647
5.2,19.8151,0.583076,0.0255173,5.01559,-0.000574911
5.21,19.8653,0.584356,0.0254884,5.01559,-0.000576174
5.22,19.9154,0.585634,0.0254595,5.01559,-0.000577436
5.23,19.9656,0.58691,0.0254305,5.01559,-0.000578695
5.24,20.0157,0.588185,0.0254014,5.01559,-0.000579954
5.25,20.0659,0.589459,0.0253723,5.01559,-0.000581211
5.26,20.1161,0.590731,0.0253431,5.01559,-0.000582467
5.27,20.1662,0.592002,0.0253138,5.01559,-0.000583721
5.28,20.2164,0.593271,0.0252845,5.01559,-0.000584973
5.29,20.2665,0.594538,0.0252551,5.01559,-0.000586225
5.3,20.3167,0.595805,0.0252257,5.01559,-0.000587475
5.31,20.3668,0.597069,0.0251962,5.01558,-0.000588723
5.32,20.417,0.598333,0.0251666,5.01558,-0.00058997
5.33,20.4671,0.599594,0.025137,5.01558,-0.000591215
5.34,20.5173,0.600855,0.0251073,5.01558,-0.000592459
5.35,20.5675,0.602114,0.0250775,5.01558,-0.000593702
5.36,20.6176,0.603371,0.0250477,5.01558,-0.000594943
5.37,20.6678,0.604627,0.0250178,5.01558,-0.000596183
5.38,20.7179,0.605881,0.0249879,5.01558,-0.000597421
5.39,20.7681,0.607134,0.0249579,5.01558,-0.000598657
5.4,20.8182,0.608385,0.0249278,5.01558,-0.000599892
5.41,20.8684,0.609635,0.0248977,5.01558,-0.000601126
5.42,20.9185,0.610883,0.0248675,5.01558,-0.000602358
5.43,20.9687,0.61213,0.0248373,5.01558,-0.000603589
5.44,21.0189,0.613375,0.024807,5.01558,-0.000604818
5.45,21.069,0.614619,0.0247766,5.01558,-0.000606046
5.46,21.1192,0.615861,0.0247461,5.01558,-0.000607272
5.47,21.1693,0.617102,0.0247156,5.01558,-0.000608497
5.48,21.2195,0.618341,0.0246851,5.01558,-0.00060972
5.49,21.2696,0.619578,0.0246545,5.01558,-0.000610942
5.5,21.3198,0.620814,0.0246238,5.01558,-0.000612162
5.51,21.3699,0.622049,0.024593,5.01558,-0.000613381
5.52,21.4201,0.623282,0.0245622,5.01558,-0.000614598
5.53,21.4703,0.624513,0.0245314,5.01558,-0.000615814
5.54,21.5204,0.625743,0.0245004,5.01558,-0.000617028
5.55,21.5706,0.626971,0.0244695,5.01558,-0.00061824
5.56,21.6207,0.628198,0.0244384,5.01558,-0.000619451
5.57,21.6709,0.629423,0.0244073,5.01557,-0.000620661
5.58,21.721,0.630647,0.0243761,5.01557,-0.000621869
5.59,21.7712,0.631869,0.0243449,5.01557,-0.000623075
5.6,21.8213,0.633089,0.0243136,5.01557,-0.00062428
5.61,21.8715,0.634308,0.0242823,5.01557,-0.000625484
5.62,21.9217,0.635526,0.0242508,5.01557,-0.000626686
5.63,21.9718,0.636742,0.0242194,5.01557,-0.000627886
5.64,22.022,0.637956,0.0241878,5.01557,-0.000629085
5.65,22.0721,0.639168,0.0241562,5.01557,-0.000630282
5.66,22.1223,0.640379,0.0241246,5.01557,-0.000631477
5.67,22.1724,0.641589,0.0240929,5.01557,-0.000632672
5.68,22.2226,0.642797,0.0240611,5.01557,-0.000633864
5.69,22.2728,0.644003,0.0240293,5.01557,-0.000635055
5.7,22.3229,0.645207,0.0239974,5.01557,-0.000636244
5.71,22.3731,0.64641,0.0239654,5.01557,-0.000637432
5.72,22.4232,0.647612,0.0239334,5.01557,-0.000638618
5.73,22.4734,0.648812,0.0239014,5.01557,-0.000639803
5.74,22.5235,0.65001,0.0238692,5.01557,-0.000640986
5.75,22.5737,0.651207,0.023837,5.01557,-0.000642167
5.76,22.6238,0.652402,0.0238048,5.01557,-0.000643347
5.77,22.674,0.653595,0.0237725,5.01557,-0.000644526
5.78,22.7242,0.654787,0.0237401,5.01557,-0.000645702
5.79,22.7743,0.655977,0.0237077,5.01557,-0.000646877
5.8,22.8245,0.657165,0.0236752,5.01557,-0.000648051
5.81,22.8746,0.658352,0.0236427,5.01557,-0.000649223
5.82,22.9248,0.659537,0.0236101,5.01557,-0.000650393
5.83,22.9749,0.660721,0.0235774,5.01556,-0.000651562
5.84,23.0251,0.661903,0.0235447,5.01556,-0.000652729
5.85,23.0752,0.663083,0.0235119,5.01556,-0.000653894
5.86,23.1254,0.664262,0.0234791,5.01556,-0.000655058
5.87,23.1756,0.665439,0.0234462,5.01556,-0.00065622
5.88,23.2257,0.666614,0.0234132,5.01556,-0.000657381
5.89,23.2759,0.667788,0.0233802,5.01556,-0.00065854
5.9,23.326,0.66896,0.0233472,5.01556,-0.000659697
5.91,23.3762,0.67013,0.023314,5.01556,-0.000660853
5.92,23.4263,0.671299,0.0232809,5.01556,-0.000662007
5.93,23.4765,0.672466,0.0232476,5.01556,-0.000663159
5.94,23.5266,0.673631,0.0232143,5.01556,-0.00066431
5.95,23.5768,0.674795,0.023181,5.01556,-0.000665459
5.96,23.627,0.675957,0.0231475,5.01556,-0.000666607
5.97,23.6771,0.677117,0.0231141,5.01556,-0.000667753
5.98,23.7273,0.678276,0.0230805,5.01556,-0.000668897
5.99,23.7774,0.679433,0.023047,5.01556,-0.000670039
6,23.8276,0.680588,0.0230133,5.01556,-0.00067118
6.01,23.8777,0.681742,0.0229796,5.01556,-0.00067232
6.02,23.9279,0.682894,0.0229459,5.01556,-0.000673457
6.03,23.978,0.684044,0.022912,5.01556,-0.000674593
6.04,24.0282,0.685193,0.0228782,5.01556,-0.000675727
6.05,24.0784,0.686339,0.0228442,5.01556,-0.00067686
6.06,24.1285,0.687485,0.0228103,5.01556,-0.000677991
6.07,24.1787,0.688628,0.0227762,5.01556,-0.00067912
6.08,24.2288,0.68977,0.0227421,5.01555,-0.000680247
6.09,24.279,0.69091,0.022708,5.01555,-0.000681373
6.1,24.3291,0.692048,0.0226738,5.01555,-0.000682497
6.11,24.3793,0.693184,0.0226395,5.01555,-0.00068362
6.12,24.4294,0.694319,0.0226052,5.01555,-0.000684741
6.13,24.4796,0.695452,0.0225708,5.01555,-0.00068586
6.14,24.5298,0.696584,0.0225363,5.01555,-0.000686977
6.15,24.5799,0.697713,0.0225018,5.01555,-0.000688093
6.16,24.6301,0.698841,0.0224673,5.01555,-0.000689207
6.17,24.6802,0.699967,0.0224327,5.01555,-0.000690319
6.18,24.7304,0.701092,0.022398,5.01555,-0.000691429
6.19,24.7805,0.702215,0.0223633,5.01555,-0.000692538
6.2,24.8307,0.703336,0.0223286,5.01555,-0.000693645
6.21,24.8808,0.704455,0.0222937,5.01555,-0.000694751
6.22,24.931,0.705572,0.0222588,5.01555,-0.000695855
6.23,24.9812,0.706688,0.0222239,5.01555,-0.000696956
6.24,25.0313,0.707802,0.0221889,5.01555,-0.000698057
6.25,25.0815,0.708914,0.0221539,5.01555,-0.000699155
6.26,25.1316,0.710025,0.0221188,5.01555,-0.000700252
6.27,25.1818,0.711133,0.0220836,5.01555,-0.000701347
6.28,25.2319,0.71224,0.0220484,5.01555,-0.00070244
6.29,25.2821,0.713345,0.0220131,5.01555,-0.000703532
6.3,25.3322,0.714449,0.0219778,5.01555,-0.000704622
6.31,25.3824,0.71555,0.0219424,5.01555,-0.00070571
6.32,25.4326,0.71665,0.021907,5.01555,-0.000706796
6.33,25.4827,0.717748,0.0218715,5.01555,-0.000707881
6.34,25.5329,0.718844,0.021836,5.01554,-0.000708964
6.35,25.583,0.719939,0.0218004,5.01554,-0.000710045
6.36,25.6332,0.721032,0.0217647,5.01554,-0.000711124
6.37,25.6833,0.722122,0.021729,5.01554,-0.000712202
6.38,25.7335,0.723212,0.0216933,5.01554,-0.000713277
6.39,25.7836,0.724299,0.0216575,5.01554,-0.000714352
6.4,25.8338,0.725384,0.0216216,5.01554,-0.000715424
6.41,25.884,0.726468,0.0215857,5.01554,-0.000716494
6.42,25.9341,0.72755,0.0215497,5.01554,-0.000717563
6.43,25.9843,0.72863,0.0215137,5.01554,-0.00071863
6.44,26.0344,0.729708,0.0214776,5.01554,-0.000719695
6.45,26.0846,0.730785,0.0214415,5.01554,-0.000720758
6.46,26.1347,0.731859,0.0214053,5.01554,-0.00072182
6.47,26.1849,0.732932,0.021369,5.01554,-0.00072288
6.48,26.235,0.734003,0.0213328,5.01554,-0.000723938
6.49,26.2852,0.735073,0.0212964,5.01554,-0.000724994
6.5,26.3353,0.73614,0.02126,5.01554,-0.000726049
6.51,26.3855,0.737206,0.0212236,5.01554,-0.000727101
6.52,26.4357,0.738269,0.0211871,5.01554,-0.000728152
6.53,26.4858,0.739331,0.0211505,5.01554,-0.000729201
6.54,26.536,0.740391,0.0211139,5.01554,-0.000730248
6.55,26.5861,0.741449,0.0210772,5.01554,-0.000731294
6.56,26.6363,0.742506,0.0210405,5.01554,-0.000732337
6.57,26.6864,0.74356,0.0210038,5.01554,-0.000733379
6.58,26.7366,0.744613,0.0209669,5.01554,-0.000734419
6.59,26.7867,0.745664,0.0209301,5.01554,-0.000735457
6.6,26.8369,0.746713,0.0208932,5.01553,-0.000736494
6.61,26.8871,0.74776,0.0208562,5.01553,-0.000737528
6.62,26.9372,0.748805,0.0208192,5.01553,-0.000738561
6.63,26.9874,0.749849,0.0207821,5.01553,-0.000739592
6.64,27.0375,0.75089,0.020745,5.01553,-0.000740621
6.65,27.0877,0.75193,0.0207078,5.01553,-0.000741648
6.66,27.1378,0.752968,0.0206705,5.01553,-0.000742673
6.67,27.188,0.754004,0.0206333,5.01553,-0.000743697
6.68,27.2381,0.755038,0.0205959,5.01553,-0.000744718
6.69,27.2883,0.75607,0.0205585,5.01553,-0.000745738
6.7,27.3385,0.7571,0.0205211,5.01553,-0.000746756
6.71,27.3886,0.758129,0.0204836,5.01553,-0.000747772
6.72,27.4388,0.759155,0.0204461,5.01553,-0.000748786
6.73,27.4889,0.76018,0.0204085,5.01553,-0.000749799
6.74,27.5391,0.761203,0.0203709,5.01553,-0.000750809
6.75,27.5892,0.762224,0.0203332,5.01553,-0.000751818
6.76,27.6394,0.763243,0.0202954,5.01553,-0.000752825
6.77,27.6895,0.76426,0.0202576,5.01553,-0.00075383
6.78,27.7397,0.765275,0.0202198,5.01553,-0.000754833
6.79,27.7899,0.766288,0.0201819,5.01553,-0.000755834
6.8,27.84,0.7673,0.020144,5.01553,-0.000756834
6.81,27.8902,0.768309,0.020106,5.01553,-0.000757831
6.82,27.9403,0.769317,0.0200679,5.01553,-0.000758827
6.83,27.9905,0.770322,0.0200298,5.01553,-0.00075982
6.84,28.0406,0.771326,0.0199917,5.01553,-0.000760812
6.85,28.0908,0.772328,0.0199535,5.01553,-0.000761802
6.86,28.1409,0.773328,0.0199153,5.01552,-0.00076279
6.87,28.1911,0.774326,0.019877,5.01552,-0.000763776
6.88,28.2413,0.775322,0.0198386,5.01552,-0.000764761
6.89,28.2914,0.776316,0.0198002,5.01552,-0.000765743
6.9,28.3416,0.777309,0.0197618,5.01552,-0.000766724
6.91,28.3917,0.778299,0.0197233,5.01552,-0.000767702
6.92,28.4419,0.779287,0.0196848,5.01552,-0.000768679
6.93,28.492,0.780274,0.0196462,5.01552,-0.000769654
6.94,28.5422,0.781258,0.0196076,5.01552,-0.000770626
6.95,28.5923,0.782241,0.0195689,5.01552,-0.000771597
6.96,28.6425,0.783222,0.0195301,5.01552,-0.000772566
6.97,28.6926,0.7842,0.0194914,5.01552,-0.000773534
6.98,28.7428,0.785177,0.0194525,5.01552,-0.000774499
6.99,28.793,0.786152,0.0194137,5.01552,-0.000775462
7,28.8431,0.787125,0.0193747,5.01552,-0.000776423
7.01,28.8933,0.788095,0.0193358,5.01552,-0.000777383
7.02,28.9434,0.789064,0.0192967,5.01552,-0.00077834
7.03,28.9936,0.790031,0.0192577,5.01552,-0.000779296
7.04,29.0437,0.790996,0.0192186,5.01552,-0.00078025
7.05,29.0939,0.791959,0.0191794,5.01552,-0.000781201
7.06,29.144,0.79292,0.0191402,5.01552,-0.000782151
7.07,29.1942,0.79388,0.0191009,5.01552,-0.000783099
7.08,29.2444,0.794837,0.0190616,5.01552,-0.000784045
7.09,29.2945,0.795792,0.0190223,5.01552,-0.000784989
7.1,29.3447,0.796745,0.0189829,5.01552,-0.000785931
7.11,29.3948,0.797696,0.0189434,5.01551,-0.000786871
7.12,29.445,0.798646,0.0189039,5.01551,-0.000787809
7.13,29.4951,0.799593,0.0188644,5.01551,-0.000788745
7.14,29.5453,0.800538,0.0188248,5.01551,-0.00078968
7.15,29.5954,0.801481,0.0187851,5.01551,-0.000790612
7.16,29.6456,0.802423,0.0187455,5.01551,-0.000791542
7.17,29.6958,0.803362,0.0187057,5.01551,-0.00079247
7.18,29.7459,0.804299,0.0186659,5.01551,-0.000793397
7.19,29.7961,0.805235,0.0186261,5.01551,-0.000794321
7.2,29.8462,0.806168,0.0185863,5.01551,-0.000795244
7.21,29.8964,0.807099,0.0185463,5.01551,-0.000796164
7.22,29.9465,0.808028,0.0185064,5.01551,-0.000797082
7.23,29.9967,0.808956,0.0184664,5.01551,-0.000797999
7.24,30.0468,0.809881,0.0184263,5.01551,-0.000798914
7.25,30.097,0.810804,0.0183862,5.01551,-0.000799826
7.26,30.1471,0.811726,0.0183461,5.01551,-0.000800737
7.27,30.1973,0.812645,0.0183059,5.01551,-0.000801645
7.28,30.2475,0.813562,0.0182656,5.01551,-0.000802552
7.29,30.2976,0.814477,0.0182254,5.01551,-0.000803456
7.3,30.3478,0.81539,0.018185,5.01551,-0.000804359
7.31,30.3979,0.816302,0.0181447,5.01551,-0.00080526
7.32,30.4481,0.817211,0.0181042,5.01551,-0.000806158
7.33,30.4982,0.818118,0.0180638,5.01551,-0.000807055
7.34,30.5484,0.819023,0.0180233,5.01551,-0.000807949
7.35,30.5985,0.819926,0.0179827,5.01551,-0.000808842
7.36,30.6487,0.820827,0.0179421,5.01551,-0.000809733
7.37,30.6989,0.821726,0.0179015,5.0155,-0.000810621
7.38,30.749,0.822623,0.0178608,5.0155,-0.000811508
7.39,30.7992,0.823518,0.0178201,5.0155,-0.000812392
7.4,30.8493,0.824411,0.0177793,5.0155,-0.000813275
7.41,30.8995,0.825301,0.0177385,5.0155,-0.000814155
7.42,30.9496,0.82619,0.0176976,5.0155,-0.000815034
7.43,30.9998,0.827077,0.0176567,5.0155,-0.00081591
7.44,31.0499,0.827961,0.0176158,5.0155,-0.000816785
7.45,31.1001,0.828844,0.0175748,5.0155,-0.000817657
7.46,31.1502,0.829724,0.0175337,5.0155,-0.000818528
7.47,31.2004,0.830603,0.0174926,5.0155,-0.000819396
7.48,31.2506,0.831479,0.0174515,5.0155,-0.000820262
7.49,31.3007,0.832354,0.0174104,5.0155,-0.000821127
7.5,31.3509,0.833226,0.0173691,5.0155,-0.000821989
7.51,31.401,0.834096,0.0173279,5.0155,-0.000822849
7.52,31.4512,0.834964,0.0172866,5.0155,-0.000823707
7.53,31.5013,0.83583,0.0172453,5.0155,-0.000824564
7.54,31.5515,0.836694,0.0172039,5.0155,-0.000825418
7.55,31.6016,0.837556,0.0171624,5.0155,-0.00082627
7.56,31.6518,0.838416,0.017121,5.0155,-0.00082712
7.57,31.702,0.839274,0.0170795,5.0155,-0.000827968
7.58,31.7521,0.840129,0.0170379,5.0155,-0.000828814
7.59,31.8023,0.840983,0.0169963,5.0155,-0.000829657
7.6,31.8524,0.841835,0.0169547,5.0155,-0.000830499
7.61,31.9026,0.842684,0.016913,5.0155,-0.000831339
7.62,31.9527,0.843531,0.0168713,5.0155,-0.000832177
7.63,32.0029,0.844376,0.0168295,5.01549,-0.000833012
7.64,32.053,0.84522,0.0167877,5.01549,-0.000833846
7.65,32.1032,0.846061,0.0167458,5.01549,-0.000834677
7.66,32.1533,0.846899,0.016704,5.01549,-0.000835507
7.67,32.2035,0.847736,0.016662,5.01549,-0.000836334
7.68,32.2537,0.848571,0.0166201,5.01549,-0.000837159
7.69,32.3038,0.849404,0.016578,5.01549,-0.000837982
7.7,32.354,0.850234,0.016536,5.01549,-0.000838803
7.71,32.4041,0.851062,0.0164939,5.01549,-0.000839622
7.72,32.4543,0.851889,0.0164518,5.01549,-0.000840439
7.73,32.5044,0.852713,0.0164096,5.01549,-0.000841254
7.74,32.5546,0.853535,0.0163674,5.01549,-0.000842067
7.75,32.6047,0.854355,0.0163251,5.01549,-0.000842877
7.76,32.6549,0.855173,0.0162828,5.01549,-0.000843686
7.77,32.7051,0.855988,0.0162405,5.01549,-0.000844492
7.78,32.7552,0.856802,0.0161981,5.01549,-0.000845297
7.79,32.8054,0.857613,0.0161557,5.01549,-0.000846099
7.8,32.8555,0.858423,0.0161132,5.01549,-0.000846899
7.81,32.9057,0.85923,0.0160707,5.01549,-0.000847697
7.82,32.9558,0.860035,0.0160281,5.01549,-0.000848493
7.83,33.006,0.860838,0.0159856,5.01549,-0.000849287
7.84,33.0561,0.861638,0.0159429,5.01549,-0.000850079
7.85,33.1063,0.862437,0.0159003,5.01549,-0.000850868
7.86,33.1564,0.863234,0.0158576,5.01549,-0.000851656
7.87,33.2066,0.864028,0.0158148,5.01549,-0.000852441
7.88,33.2568,0.86482,0.0157721,5.01549,-0.000853225
7.89,33.3069,0.86561,0.0157292,5.01548,-0.000854006
7.9,33.3571,0.866398,0.0156864,5.01548,-0.000854785
7.91,33.4072,0.867184,0.0156435,5.01548,-0.000855562
7.92,33.4574,0.867967,0.0156006,5.01548,-0.000856337
7.93,33.5075,0.868749,0.0155576,5.01548,-0.000857109
7.94,33.5577,0.869528,0.0155146,5.01548,-0.00085788
7.95,33.6078,0.870305,0.0154715,5.01548,-0.000858648
7.96,33.658,0.87108,0.0154284,5.01548,-0.000859415
7.97,33.7081,0.871853,0.0153853,5.01548,-0.000860179
7.98,33.7583,0.872623,0.0153421,5.01548,-0.000860941
7.99,33.8085,0.873392,0.0152989,5.01548,-0.000861701
8,33.8586,0.874158,0.0152557,5.01548,-0.000862458
8.01,33.9088,0.874922,0.0152124,5.01548,-0.000863214
8.02,33.9589,0.875684,0.0151691,5.01548,-0.000863967
8.03,34.0091,0.876444,0.0151257,5.01548,-0.000864719
8.04,34.0592,0.877202,0.0150823,5.01548,-0.000865468
8.05,34.1094,0.877957,0.0150389,5.01548,-0.000866215
8.06,34.1595,0.87871,0.0149954,5.01548,-0.00086696
8.07,34.2097,0.879461,0.0149519,5.01548,-0.000867703
8.08,34.2599,0.88021,0.0149084,5.01548,-0.000868443
8.09,34.31,0.880957,0.0148648,5.01548,-0.000869181
8.1,34.3602,0.881701,0.0148212,5.01548,-0.000869918
8.11,34.4103,0.882444,0.0147775,5.01548,-0.000870652
8.12,34.4605,0.883184,0.0147339,5.01548,-0.000871384
8.13,34.5106,0.883922,0.0146901,5.01548,-0.000872113
8.14,34.5608,0.884658,0.0146464,5.01548,-0.000872841
8.15,34.6109,0.885391,0.0146026,5.01547,-0.000873566
8.16,34.6611,0.886122,0.0145587,5.01547,-0.00087429
8.17,34.7112,0.886852,0.0145149,5.01547,-0.000875011
8.18,34.7614,0.887578,0.0144709,5.01547,-0.00087573
8.19,34.8116,0.888303,0.014427,5.01547,-0.000876446
8.2,34.8617,0.889026,0.014383,5.01547,-0.000877161
8.21,34.9119,0.889746,0.014339,5.01547,-0.000877873
8.22,34.962,0.890464,0.0142949,5.01547,-0.000878584
8.23,35.0122,0.89118,0.0142509,5.01547,-0.000879292
8.24,35.0623,0.891894,0.0142067,5.01547,-0.000879997
8.25,35.1125,0.892605,0.0141626,5.01547,-0.000880701
8.26,35.1626,0.893314,0.0141184,5.01547,-0.000881402
8.27,35.2128,0.894022,0.0140742,5.01547,-0.000882102
8.28,35.2629,0.894726,0.0140299,5.01547,-0.000882799
8.29,35.3131,0.895429,0.0139856,5.01547,-0.000883494
8.3,35.3633,0.896129,0.0139413,5.01547,-0.000884186
8.31,35.4134,0.896827,0.0138969,5.01547,-0.000884877
8.32,35.4636,0.897523,0.0138525,5.01547,-0.000885565
8.33,35.5137,0.898217,0.0138081,5.01547,-0.000886251
8.34,35.5639,0.898909,0.0137636,5.01547,-0.000886935
8.35,35.614,0.899598,0.0137191,5.01547,-0.000887617
8.36,35.6642,0.900285,0.0136745,5.01547,-0.000888296
8.37,35.7143,0.90097,0.01363,5.01547,-0.000888974
8.38,35.7645,0.901652,0.0135854,5.01547,-0.000889649
8.39,35.8146,0.902332,0.0135407,5.01547,-0.000890321
8.4,35.8648,0.90301,0.013496,5.01546,-0.000890992
8.41,35.915,0.903686,0.0134513,5.01546,-0.000891661
8.42,35.9651,0.90436,0.0134066,5.01546,-0.000892327
8.43,36.0153,0.905031,0.0133618,5.01546,-0.000892991
8.44,36.0654,0.9057,0.013317,5.01546,-0.000893653
8.45,36.1156,0.906367,0.0132722,5.01546,-0.000894312
8.46,36.1657,0.907032,0.0132273,5.01546,-0.000894969
8.47,36.2159,0.907694,0.0131824,5.01546,-0.000895625
8.48,36.266,0.908354,0.0131374,5.01546,-0.000896277
8.49,36.3162,0.909012,0.0130925,5.01546,-0.000896928
8.5,36.3663,0.909667,0.0130475,5.01546,-0.000897576
8.51,36.4165,0.910321,0.0130024,5.01546,-0.000898223
8.52,36.4667,0.910972,0.0129574,5.01546,-0.000898867
8.53,36.5168,0.911621,0.0129123,5.01546,-0.000899508
8.54,36.567,0.912267,0.0128671,5.01546,-0.000900148
8.55,36.6171,0.912911,0.012822,5.01546,-0.000900785
8.56,36.6673,0.913553,0.0127768,5.01546,-0.00090142
8.57,36.7174,0.914193,0.0127315,5.01546,-0.000902053
8.58,36.7676,0.91483,0.0126863,5.01546,-0.000902683
8.59,36.8177,0.915466,0.012641,5.01546,-0.000903312
8.6,36.8679,0.916098,0.0125957,5.01546,-0.000903938
8.61,36.918,0.916729,0.0125503,5.01546,-0.000904562
8.62,36.9682,0.917357,0.0125049,5.01546,-0.000905183
8.63,37.0184,0.917984,0.0124595,5.01546,-0.000905802
8.64,37.0685,0.918607,0.012414,5.01546,-0.00090642
8.65,37.1187,0.919229,0.0123686,5.01546,-0.000907034
8.66,37.1688,0.919848,0.0123231,5.01545,-0.000907647
8.67,37.219,0.920465,0.0122775,5.01545,-0.000908257
8.68,37.2691,0.92108,0.0122319,5.01545,-0.000908865
8.69,37.3193,0.921692,0.0121863,5.01545,-0.000909471
8.7,37.3694,0.922302,0.0121407,5.01545,-0.000910074
