time,x,y,psi,speed,curvature
19.99,93.9915,0.187645,-0.0308481,5.01502,-0.000184934
20,94.0416,0.186097,-0.0308573,5.01502,-0.000183408
20.01,94.0918,0.184549,-0.0308665,5.01502,-0.000181882
20.02,94.1419,0.183,-0.0308756,5.01502,-0.000180356
20.03,94.1921,0.181451,-0.0308846,5.01502,-0.000178829
20.04,94.2422,0.179901,-0.0308935,5.01502,-0.000177301
20.05,94.2924,0.178351,-0.0309024,5.01502,-0.000175774
20.06,94.3425,0.176801,-0.0309112,5.01502,-0.000174245
20.07,94.3927,0.17525,-0.0309199,5.01502,-0.000172717
20.08,94.4428,0.173698,-0.0309285,5.01502,-0.000171188
20.09,94.493,0.172147,-0.0309371,5.01502,-0.000169658
20.1,94.5431,0.170594,-0.0309455,5.01502,-0.000168128
20.11,94.5933,0.169042,-0.0309539,5.01502,-0.000166598
20.12,94.6434,0.167489,-0.0309622,5.01502,-0.000165067
20.13,94.6936,0.165935,-0.0309705,5.01502,-0.000163536
20.14,94.7437,0.164381,-0.0309787,5.01502,-0.000162005
20.15,94.7939,0.162827,-0.0309867,5.01502,-0.000160473
20.16,94.844,0.161272,-0.0309948,5.01502,-0.00015894
20.17,94.8942,0.159717,-0.0310027,5.01502,-0.000157408
20.18,94.9443,0.158162,-0.0310106,5.01502,-0.000155875
20.19,94.9945,0.156606,-0.0310183,5.01502,-0.000154341
20.2,95.0446,0.15505,-0.031026,5.01502,-0.000152807
20.21,95.0948,0.153493,-0.0310337,5.01501,-0.000151273
20.22,95.1449,0.151936,-0.0310412,5.01501,-0.000149738
20.23,95.1951,0.150379,-0.0310487,5.01501,-0.000148203
20.24,95.2452,0.148821,-0.0310561,5.01501,-0.000146668
20.25,95.2954,0.147263,-0.0310634,5.01501,-0.000145132
20.26,95.3455,0.145704,-0.0310707,5.01501,-0.000143596
20.27,95.3957,0.144145,-0.0310778,5.01501,-0.00014206
20.28,95.4458,0.142586,-0.0310849,5.01501,-0.000140523
20.29,95.496,0.141027,-0.0310919,5.01501,-0.000138986
20.3,95.5461,0.139467,-0.0310989,5.01501,-0.000137448
20.31,95.5963,0.137906,-0.0311057,5.01501,-0.000135911
20.32,95.6464,0.136346,-0.0311125,5.01501,-0.000134372
20.33,95.6966,0.134785,-0.0311192,5.01501,-0.000132834
20.34,95.7467,0.133223,-0.0311258,5.01501,-0.000131295
20.35,95.7969,0.131662,-0.0311324,5.01501,-0.000129756
20.36,95.847,0.1301,-0.0311389,5.01501,-0.000128217
20.37,95.8972,0.128538,-0.0311452,5.01501,-0.000126677
20.38,95.9473,0.126975,-0.0311516,5.01501,-0.000125137
20.39,95.9975,0.125412,-0.0311578,5.01501,-0.000123597
20.4,96.0476,0.123849,-0.031164,5.01501,-0.000122056
20.41,96.0978,0.122285,-0.0311701,5.01501,-0.000120515
20.42,96.1479,0.120721,-0.0311761,5.01501,-0.000118974
20.43,96.1981,0.119157,-0.031182,5.01501,-0.000117432
20.44,96.2482,0.117593,-0.0311878,5.01501,-0.00011589
20.45,96.2984,0.116028,-0.0311936,5.01501,-0.000114348
20.46,96.3485,0.114463,-0.0311993,5.01501,-0.000112806
20.47,96.3987,0.112898,-0.0312049,5.01501,-0.000111263
20.48,96.4488,0.111332,-0.0312105,5.015,-0.00010972
20.49,96.499,0.109766,-0.0312159,5.015,-0.000108177
20.5,96.5491,0.1082,-0.0312213,5.015,-0.000106633
20.51,96.5993,0.106634,-0.0312267,5.015,-0.00010509
20.52,96.6494,0.105067,-0.0312319,5.015,-0.000103546
20.53,96.6996,0.1035,-0.031237,5.015,-0.000102001
20.54,96.7497,0.101933,-0.0312421,5.015,-0.000100457
20.55,96.7999,0.100366,-0.0312471,5.015,-9.89119e-05
20.56,96.85,0.098798,-0.031252,5.015,-9.73669e-05
20.57,96.9002,0.0972301,-0.0312569,5.015,-9.58217e-05
20.58,96.9503,0.0956619,-0.0312617,5.015,-9.42762e-05
20.59,97.0005,0.0940935,-0.0312664,5.015,-9.27305e-05
20.6,97.0506,0.0925249,-0.031271,5.015,-9.11845e-05
20.61,97.1008,0.090956,-0.0312755,5.015,-8.96383e-05
20.62,97.1509,0.0893869,-0.03128,5.015,-8.80919e-05
20.63,97.2011,0.0878176,-0.0312843,5.015,-8.65453e-05
20.64,97.2512,0.0862481,-0.0312886,5.015,-8.49985e-05
20.65,97.3014,0.0846783,-0.0312929,5.015,-8.34515e-05
20.66,97.3515,0.0831084,-0.031297,5.015,-8.19042e-05
20.67,97.4017,0.0815382,-0.0313011,5.015,-8.03568e-05
20.68,97.4518,0.0799678,-0.0313051,5.015,-7.88091e-05
20.69,97.502,0.0783973,-0.031309,5.015,-7.72613e-05
20.7,97.5521,0.0768265,-0.0313128,5.015,-7.57133e-05
20.71,97.6023,0.0752556,-0.0313166,5.015,-7.41651e-05
20.72,97.6524,0.0736844,-0.0313203,5.015,-7.26167e-05
20.73,97.7026,0.0721131,-0.0313239,5.015,-7.10681e-05
20.74,97.7527,0.0705416,-0.0313274,5.015,-6.95194e-05
20.75,97.8029,0.06897,-0.0313309,5.01499,-6.79705e-05
20.76,97.853,0.0673981,-0.0313342,5.01499,-6.64214e-05
20.77,97.9032,0.0658261,-0.0313375,5.01499,-6.48721e-05
20.78,97.9533,0.0642539,-0.0313407,5.01499,-6.33227e-05
20.79,98.0035,0.0626816,-0.0313439,5.01499,-6.17732e-05
20.8,98.0536,0.0611091,-0.0313469,5.01499,-6.02234e-05
20.81,98.1038,0.0595365,-0.0313499,5.01499,-5.86736e-05
20.82,98.1539,0.0579637,-0.0313528,5.01499,-5.71236e-05
20.83,98.2041,0.0563908,-0.0313557,5.01499,-5.55734e-05
20.84,98.2542,0.0548177,-0.0313584,5.01499,-5.40232e-05
20.85,98.3044,0.0532445,-0.0313611,5.01499,-5.24727e-05
20.86,98.3545,0.0516712,-0.0313637,5.01499,-5.09222e-05
20.87,98.4047,0.0500977,-0.0313662,5.01499,-4.93715e-05
20.88,98.4548,0.0485241,-0.0313686,5.01499,-4.78207e-05
20.89,98.505,0.0469504,-0.031371,5.01499,-4.62698e-05
20.9,98.5551,0.0453766,-0.0313733,5.01499,-4.47188e-05
20.91,98.6053,0.0438026,-0.0313755,5.01499,-4.31677e-05
20.92,98.6554,0.0422286,-0.0313776,5.01499,-4.16164e-05
20.93,98.7056,0.0406544,-0.0313797,5.01499,-4.00651e-05
20.94,98.7557,0.0390802,-0.0313816,5.01499,-3.85137e-05
20.95,98.8059,0.0375058,-0.0313835,5.01499,-3.69621e-05
20.96,98.856,0.0359314,-0.0313853,5.01499,-3.54105e-05
20.97,98.9062,0.0343569,-0.0313871,5.01499,-3.38588e-05
20.98,98.9563,0.0327823,-0.0313887,5.01499,-3.2307e-05
20.99,99.0065,0.0312076,-0.0313903,5.01499,-3.07551e-05
21,99.0566,0.0296328,-0.0313918,5.01499,-2.92032e-05
21.01,99.1068,0.0280579,-0.0313932,5.01498,-2.76512e-05
21.02,99.1569,0.026483,-0.0313946,5.01498,-2.60991e-05
21.03,99.2071,0.024908,-0.0313959,5.01498,-2.45469e-05
21.04,99.2572,0.023333,-0.0313971,5.01498,-2.29947e-05
21.05,99.3074,0.0217579,-0.0313982,5.01498,-2.14424e-05
21.06,99.3575,0.0201827,-0.0313992,5.01498,-1.98901e-05
21.07,99.4077,0.0186075,-0.0314002,5.01498,-1.83377e-05
21.08,99.4578,0.0170323,-0.031401,5.01498,-1.67853e-05
21.09,99.508,0.015457,-0.0314018,5.01498,-1.52329e-05
21.1,99.5581,0.0138816,-0.0314026,5.01498,-1.36804e-05
21.11,99.6083,0.0123063,-0.0314032,5.01498,-1.21279e-05
21.12,99.6584,0.0107309,-0.0314038,5.01498,-1.05753e-05
21.13,99.7086,0.00915545,-0.0314043,5.01498,-9.02271e-06
21.14,99.7587,0.00758001,-0.0314047,5.01498,-7.47011e-06
21.15,99.8089,0.00600454,-0.031405,5.01498,-5.91748e-06
21.16,99.859,0.00442906,-0.0314053,5.01498,-4.36484e-06
21.17,99.9092,0.00285357,-0.0314055,5.01498,-2.8122e-06
21.18,99.9593,0.00127807,-0.0314056,5.01498,-1.25954e-06
21.19,100.009,-0.000297431,-0.0314056,5.01498,2.93118e-07
21.2,100.06,-0.00187293,-0.0314055,5.01498,1.84578e-06
21.21,100.11,-0.00344843,-0.0314054,5.01498,3.39843e-06
21.22,100.16,-0.00502391,-0.0314052,5.01498,4.95107e-06
21.23,100.21,-0.00659939,-0.0314049,5.01498,6.50371e-06
21.24,100.26,-0.00817485,-0.0314045,5.01498,8.05632e-06
21.25,100.31,-0.00975029,-0.0314041,5.01498,9.60892e-06
21.26,100.361,-0.0113257,-0.0314036,5.01498,1.11615e-05
21.27,100.411,-0.0129011,-0.031403,5.01498,1.2714e-05
21.28,100.461,-0.0144764,-0.0314023,5.01497,1.42665e-05
21.29,100.511,-0.0160518,-0.0314016,5.01497,1.5819e-05
21.3,100.561,-0.017627,-0.0314007,5.01497,1.73715e-05
21.31,100.611,-0.0192023,-0.0313998,5.01497,1.89239e-05
21.32,100.661,-0.0207774,-0.0313988,5.01497,2.04762e-05
21.33,100.712,-0.0223526,-0.0313978,5.01497,2.20285e-05
21.34,100.762,-0.0239277,-0.0313966,5.01497,2.35808e-05
21.35,100.812,-0.0255027,-0.0313954,5.01497,2.51329e-05
21.36,100.862,-0.0270776,-0.0313941,5.01497,2.66851e-05
21.37,100.912,-0.0286525,-0.0313927,5.01497,2.82371e-05
21.38,100.962,-0.0302273,-0.0313913,5.01497,2.97891e-05
21.39,101.012,-0.0318021,-0.0313897,5.01497,3.1341e-05
21.4,101.063,-0.0333767,-0.0313881,5.01497,3.28929e-05
21.41,101.113,-0.0349513,-0.0313864,5.01497,3.44446e-05
21.42,101.163,-0.0365258,-0.0313847,5.01497,3.59963e-05
21.43,101.213,-0.0381002,-0.0313828,5.01497,3.75479e-05
21.44,101.263,-0.0396745,-0.0313809,5.01497,3.90994e-05
21.45,101.313,-0.0412487,-0.0313789,5.01497,4.06508e-05
21.46,101.364,-0.0428228,-0.0313768,5.01497,4.22021e-05
21.47,101.414,-0.0443968,-0.0313747,5.01497,4.37533e-05
21.48,101.464,-0.0459707,-0.0313724,5.01497,4.53043e-05
21.49,101.514,-0.0475445,-0.0313701,5.01497,4.68553e-05
21.5,101.564,-0.0491182,-0.0313677,5.01497,4.84062e-05
21.51,101.614,-0.0506917,-0.0313652,5.01497,4.99569e-05
21.52,101.664,-0.0522651,-0.0313627,5.01497,5.15075e-05
21.53,101.715,-0.0538384,-0.0313601,5.01497,5.3058e-05
21.54,101.765,-0.0554115,-0.0313574,5.01497,5.46084e-05
21.55,101.815,-0.0569845,-0.0313546,5.01496,5.61586e-05
21.56,101.865,-0.0585574,-0.0313517,5.01496,5.77087e-05
21.57,101.915,-0.0601301,-0.0313488,5.01496,5.92586e-05
21.58,101.965,-0.0617027,-0.0313458,5.01496,6.08084e-05
21.59,102.015,-0.0632751,-0.0313427,5.01496,6.23581e-05
21.6,102.066,-0.0648474,-0.0313395,5.01496,6.39076e-05
21.61,102.116,-0.0664195,-0.0313363,5.01496,6.54569e-05
21.62,102.166,-0.0679914,-0.031333,5.01496,6.70061e-05
21.63,102.216,-0.0695632,-0.0313296,5.01496,6.85551e-05
21.64,102.266,-0.0711348,-0.0313261,5.01496,7.01039e-05
21.65,102.316,-0.0727062,-0.0313225,5.01496,7.16526e-05
21.66,102.367,-0.0742774,-0.0313189,5.01496,7.32011e-05
21.67,102.417,-0.0758485,-0.0313152,5.01496,7.47494e-05
21.68,102.467,-0.0774193,-0.0313114,5.01496,7.62975e-05
21.69,102.517,-0.07899,-0.0313075,5.01496,7.78455e-05
21.7,102.567,-0.0805605,-0.0313036,5.01496,7.93932e-05
21.71,102.617,-0.0821308,-0.0312996,5.01496,8.09408e-05
21.72,102.667,-0.0837008,-0.0312955,5.01496,8.24881e-05
21.73,102.718,-0.0852707,-0.0312913,5.01496,8.40353e-05
21.74,102.768,-0.0868403,-0.031287,5.01496,8.55822e-05
21.75,102.818,-0.0884098,-0.0312827,5.01496,8.71289e-05
21.76,102.868,-0.089979,-0.0312783,5.01496,8.86755e-05
21.77,102.918,-0.091548,-0.0312738,5.01496,9.02218e-05
21.78,102.968,-0.0931167,-0.0312692,5.01496,9.17678e-05
21.79,103.018,-0.0946853,-0.0312646,5.01496,9.33137e-05
21.8,103.069,-0.0962536,-0.0312599,5.01496,9.48593e-05
21.81,103.119,-0.0978216,-0.0312551,5.01496,9.64047e-05
21.82,103.169,-0.0993894,-0.0312502,5.01495,9.79498e-05
21.83,103.219,-0.100957,-0.0312452,5.01495,9.94948e-05
21.84,103.269,-0.102524,-0.0312402,5.01495,0.000101039
21.85,103.319,-0.104091,-0.0312351,5.01495,0.000102584
21.86,103.369,-0.105658,-0.0312299,5.01495,0.000104128
21.87,103.42,-0.107225,-0.0312247,5.01495,0.000105672
21.88,103.47,-0.108791,-0.0312193,5.01495,0.000107216
21.89,103.52,-0.110357,-0.0312139,5.01495,0.000108759
21.9,103.57,-0.111923,-0.0312084,5.01495,0.000110302
21.91,103.62,-0.113488,-0.0312028,5.01495,0.000111845
21.92,103.67,-0.115053,-0.0311972,5.01495,0.000113387
21.93,103.721,-0.116618,-0.0311915,5.01495,0.00011493
21.94,103.771,-0.118183,-0.0311856,5.01495,0.000116472
21.95,103.821,-0.119747,-0.0311798,5.01495,0.000118013
21.96,103.871,-0.121311,-0.0311738,5.01495,0.000119555
21.97,103.921,-0.122875,-0.0311678,5.01495,0.000121096
21.98,103.971,-0.124438,-0.0311617,5.01495,0.000122637
21.99,104.021,-0.126001,-0.0311555,5.01495,0.000124177
22,104.072,-0.127564,-0.0311492,5.01495,0.000125718
22.01,104.122,-0.129127,-0.0311428,5.01495,0.000127258
22.02,104.172,-0.130689,-0.0311364,5.01495,0.000128797
22.03,104.222,-0.132251,-0.0311299,5.01495,0.000130336
22.04,104.272,-0.133812,-0.0311233,5.01495,0.000131875
22.05,104.322,-0.135373,-0.0311167,5.01495,0.000133414
22.06,104.372,-0.136934,-0.03111,5.01495,0.000134952
22.07,104.423,-0.138495,-0.0311031,5.01495,0.00013649
22.08,104.473,-0.140055,-0.0310963,5.01494,0.000138028
22.09,104.523,-0.141614,-0.0310893,5.01494,0.000139565
22.1,104.573,-0.143174,-0.0310823,5.01494,0.000141102
22.11,104.623,-0.144733,-0.0310751,5.01494,0.000142639
22.12,104.673,-0.146292,-0.0310679,5.01494,0.000144175
22.13,104.724,-0.14785,-0.0310607,5.01494,0.000145711
22.14,104.774,-0.149408,-0.0310533,5.01494,0.000147247
22.15,104.824,-0.150966,-0.0310459,5.01494,0.000148782
22.16,104.874,-0.152523,-0.0310384,5.01494,0.000150317
22.17,104.924,-0.15408,-0.0310308,5.01494,0.000151851
22.18,104.974,-0.155636,-0.0310231,5.01494,0.000153385
22.19,105.024,-0.157192,-0.0310154,5.01494,0.000154919
22.2,105.075,-0.158748,-0.0310076,5.01494,0.000156452
22.21,105.125,-0.160303,-0.0309997,5.01494,0.000157985
22.22,105.175,-0.161858,-0.0309918,5.01494,0.000159518
22.23,105.225,-0.163413,-0.0309837,5.01494,0.00016105
22.24,105.275,-0.164967,-0.0309756,5.01494,0.000162582
22.25,105.325,-0.166521,-0.0309674,5.01494,0.000164113
22.26,105.375,-0.168074,-0.0309591,5.01494,0.000165644
22.27,105.426,-0.169627,-0.0309508,5.01494,0.000167174
22.28,105.476,-0.171179,-0.0309423,5.01494,0.000168705
22.29,105.526,-0.172731,-0.0309338,5.01494,0.000170234
22.3,105.576,-0.174283,-0.0309253,5.01494,0.000171764
22.31,105.626,-0.175834,-0.0309166,5.01494,0.000173293
22.32,105.676,-0.177385,-0.0309079,5.01494,0.000174821
22.33,105.727,-0.178935,-0.0308991,5.01494,0.000176349
22.34,105.777,-0.180485,-0.0308902,5.01494,0.000177877
22.35,105.827,-0.182034,-0.0308812,5.01493,0.000179404
22.36,105.877,-0.183583,-0.0308722,5.01493,0.00018093
22.37,105.927,-0.185132,-0.0308631,5.01493,0.000182457
22.38,105.977,-0.18668,-0.0308539,5.01493,0.000183983
22.39,106.027,-0.188227,-0.0308446,5.01493,0.000185508
22.4,106.078,-0.189774,-0.0308353,5.01493,0.000187033
22.41,106.128,-0.191321,-0.0308258,5.01493,0.000188557
22.42,106.178,-0.192867,-0.0308163,5.01493,0.000190081
22.43,106.228,-0.194413,-0.0308068,5.01493,0.000191605
22.44,106.278,-0.195958,-0.0307971,5.01493,0.000193128
22.45,106.328,-0.197503,-0.0307874,5.01493,0.00019465
22.46,106.378,-0.199047,-0.0307776,5.01493,0.000196172
22.47,106.429,-0.200591,-0.0307677,5.01493,0.000197694
22.48,106.479,-0.202134,-0.0307577,5.01493,0.000199215
22.49,106.529,-0.203676,-0.0307477,5.01493,0.000200736
22.5,106.579,-0.205219,-0.0307376,5.01493,0.000202256
22.51,106.629,-0.20676,-0.0307274,5.01493,0.000203775
22.52,106.679,-0.208302,-0.0307171,5.01493,0.000205295
22.53,106.73,-0.209842,-0.0307068,5.01493,0.000206813
22.54,106.78,-0.211382,-0.0306964,5.01493,0.000208331
22.55,106.83,-0.212922,-0.0306859,5.01493,0.000209849
22.56,106.88,-0.214461,-0.0306753,5.01493,0.000211366
22.57,106.93,-0.216,-0.0306647,5.01493,0.000212883
22.58,106.98,-0.217538,-0.030654,5.01493,0.000214399
22.59,107.03,-0.219075,-0.0306432,5.01493,0.000215914
22.6,107.081,-0.220612,-0.0306323,5.01493,0.000217429
22.61,107.131,-0.222149,-0.0306214,5.01493,0.000218944
22.62,107.181,-0.223684,-0.0306103,5.01492,0.000220458
22.63,107.231,-0.22522,-0.0305992,5.01492,0.000221971
22.64,107.281,-0.226754,-0.0305881,5.01492,0.000223484
22.65,107.331,-0.228289,-0.0305768,5.01492,0.000224996
22.66,107.381,-0.229822,-0.0305655,5.01492,0.000226508
22.67,107.432,-0.231355,-0.0305541,5.01492,0.000228019
22.68,107.482,-0.232888,-0.0305426,5.01492,0.000229529
22.69,107.532,-0.234419,-0.030531,5.01492,0.000231039
22.7,107.582,-0.235951,-0.0305194,5.01492,0.000232549
22.71,107.632,-0.237481,-0.0305077,5.01492,0.000234058
22.72,107.682,-0.239012,-0.0304959,5.01492,0.000235566
22.73,107.732,-0.240541,-0.0304841,5.01492,0.000237074
22.74,107.783,-0.24207,-0.0304721,5.01492,0.000238581
22.75,107.833,-0.243598,-0.0304601,5.01492,0.000240088
22.76,107.883,-0.245126,-0.0304481,5.01492,0.000241594
22.77,107.933,-0.246653,-0.0304359,5.01492,0.000243099
22.78,107.983,-0.24818,-0.0304237,5.01492,0.000244604
22.79,108.033,-0.249706,-0.0304113,5.01492,0.000246108
22.8,108.084,-0.251231,-0.030399,5.01492,0.000247611
22.81,108.134,-0.252756,-0.0303865,5.01492,0.000249114
22.82,108.184,-0.25428,-0.030374,5.01492,0.000250617
22.83,108.234,-0.255803,-0.0303614,5.01492,0.000252118
22.84,108.284,-0.257326,-0.0303487,5.01492,0.00025362
22.85,108.334,-0.258848,-0.0303359,5.01492,0.00025512
22.86,108.384,-0.260369,-0.0303231,5.01492,0.00025662
22.87,108.435,-0.26189,-0.0303102,5.01492,0.000258119
22.88,108.485,-0.26341,-0.0302972,5.01492,0.000259618
22.89,108.535,-0.26493,-0.0302841,5.01491,0.000261116
22.9,108.585,-0.266449,-0.030271,5.01491,0.000262613
22.91,108.635,-0.267967,-0.0302578,5.01491,0.00026411
22.92,108.685,-0.269484,-0.0302445,5.01491,0.000265606
22.93,108.735,-0.271001,-0.0302311,5.01491,0.000267101
22.94,108.786,-0.272517,-0.0302177,5.01491,0.000268596
22.95,108.836,-0.274033,-0.0302041,5.01491,0.00027009
22.96,108.886,-0.275548,-0.0301906,5.01491,0.000271583
22.97,108.936,-0.277062,-0.0301769,5.01491,0.000273076
22.98,108.986,-0.278575,-0.0301632,5.01491,0.000274568
22.99,109.036,-0.280088,-0.0301493,5.01491,0.000276059
23,109.087,-0.2816,-0.0301355,5.01491,0.00027755
23.01,109.137,-0.283112,-0.0301215,5.01491,0.00027904
23.02,109.187,-0.284622,-0.0301075,5.01491,0.000280529
23.03,109.237,-0.286132,-0.0300933,5.01491,0.000282018
23.04,109.287,-0.287641,-0.0300792,5.01491,0.000283506
23.05,109.337,-0.28915,-0.0300649,5.01491,0.000284993
23.06,109.387,-0.290658,-0.0300506,5.01491,0.000286479
23.07,109.438,-0.292165,-0.0300361,5.01491,0.000287965
23.08,109.488,-0.293671,-0.0300217,5.01491,0.00028945
23.09,109.538,-0.295177,-0.0300071,5.01491,0.000290935
23.1,109.588,-0.296682,-0.0299925,5.01491,0.000292418
23.11,109.638,-0.298186,-0.0299778,5.01491,0.000293901
23.12,109.688,-0.299689,-0.029963,5.01491,0.000295383
23.13,109.738,-0.301192,-0.0299481,5.01491,0.000296865
23.14,109.789,-0.302694,-0.0299332,5.01491,0.000298346
23.15,109.839,-0.304195,-0.0299182,5.01491,0.000299826
23.16,109.889,-0.305696,-0.0299031,5.0149,0.000301305
23.17,109.939,-0.307195,-0.029888,5.0149,0.000302784
23.18,109.989,-0.308694,-0.0298727,5.0149,0.000304261
23.19,110.039,-0.310192,-0.0298574,5.0149,0.000305738
23.2,110.089,-0.31169,-0.029842,5.0149,0.000307215
23.21,110.14,-0.313186,-0.0298266,5.0149,0.00030869
23.22,110.19,-0.314682,-0.0298111,5.0149,0.000310165
23.23,110.24,-0.316177,-0.0297955,5.0149,0.000311639
23.24,110.29,-0.317672,-0.0297798,5.0149,0.000313112
23.25,110.34,-0.319165,-0.0297641,5.0149,0.000314585
23.26,110.39,-0.320658,-0.0297482,5.0149,0.000316057
23.27,110.441,-0.32215,-0.0297323,5.0149,0.000317528
23.28,110.491,-0.323641,-0.0297164,5.0149,0.000318998
23.29,110.541,-0.325131,-0.0297003,5.0149,0.000320467
23.3,110.591,-0.32662,-0.0296842,5.0149,0.000321936
23.31,110.641,-0.328109,-0.029668,5.0149,0.000323403
23.32,110.691,-0.329597,-0.0296518,5.0149,0.00032487
23.33,110.741,-0.331084,-0.0296354,5.0149,0.000326337
23.34,110.792,-0.33257,-0.029619,5.0149,0.000327802
23.35,110.842,-0.334056,-0.0296025,5.0149,0.000329266
23.36,110.892,-0.33554,-0.029586,5.0149,0.00033073
23.37,110.942,-0.337024,-0.0295694,5.0149,0.000332193
23.38,110.992,-0.338507,-0.0295526,5.0149,0.000333655
23.39,111.042,-0.339989,-0.0295359,5.0149,0.000335117
23.4,111.092,-0.34147,-0.029519,5.0149,0.000336577
23.41,111.143,-0.34295,-0.0295021,5.0149,0.000338037
23.42,111.193,-0.34443,-0.0294851,5.01489,0.000339496
23.43,111.243,-0.345909,-0.029468,5.01489,0.000340954
23.44,111.293,-0.347386,-0.0294509,5.01489,0.000342411
23.45,111.343,-0.348863,-0.0294337,5.01489,0.000343867
23.46,111.393,-0.350339,-0.0294164,5.01489,0.000345322
23.47,111.444,-0.351814,-0.029399,5.01489,0.000346777
23.48,111.494,-0.353289,-0.0293816,5.01489,0.000348231
23.49,111.544,-0.354762,-0.0293641,5.01489,0.000349684
23.5,111.594,-0.356235,-0.0293465,5.01489,0.000351136
23.51,111.644,-0.357706,-0.0293289,5.01489,0.000352587
23.52,111.694,-0.359177,-0.0293111,5.01489,0.000354037
23.53,111.744,-0.360647,-0.0292933,5.01489,0.000355487
23.54,111.795,-0.362116,-0.0292755,5.01489,0.000356935
23.55,111.845,-0.363584,-0.0292575,5.01489,0.000358383
23.56,111.895,-0.365051,-0.0292395,5.01489,0.00035983
23.57,111.945,-0.366518,-0.0292214,5.01489,0.000361275
23.58,111.995,-0.367983,-0.0292032,5.01489,0.00036272
23.59,112.045,-0.369448,-0.029185,5.01489,0.000364165
23.6,112.095,-0.370911,-0.0291667,5.01489,0.000365608
23.61,112.146,-0.372374,-0.0291483,5.01489,0.00036705
23.62,112.196,-0.373835,-0.0291299,5.01489,0.000368491
23.63,112.246,-0.375296,-0.0291114,5.01489,0.000369932
23.64,112.296,-0.376756,-0.0290928,5.01489,0.000371372
23.65,112.346,-0.378215,-0.0290741,5.01489,0.00037281
23.66,112.396,-0.379673,-0.0290553,5.01489,0.000374248
23.67,112.446,-0.38113,-0.0290365,5.01489,0.000375685
23.68,112.497,-0.382586,-0.0290177,5.01489,0.000377121
23.69,112.547,-0.384041,-0.0289987,5.01488,0.000378556
23.7,112.597,-0.385495,-0.0289797,5.01488,0.00037999
23.71,112.647,-0.386949,-0.0289606,5.01488,0.000381423
23.72,112.697,-0.388401,-0.0289414,5.01488,0.000382855
23.73,112.747,-0.389852,-0.0289222,5.01488,0.000384286
23.74,112.798,-0.391303,-0.0289028,5.01488,0.000385716
23.75,112.848,-0.392752,-0.0288834,5.01488,0.000387146
23.76,112.898,-0.3942,-0.028864,5.01488,0.000388574
23.77,112.948,-0.395648,-0.0288445,5.01488,0.000390002
23.78,112.998,-0.397094,-0.0288249,5.01488,0.000391428
23.79,113.048,-0.39854,-0.0288052,5.01488,0.000392853
23.8,113.098,-0.399984,-0.0287854,5.01488,0.000394278
23.81,113.149,-0.401427,-0.0287656,5.01488,0.000395702
23.82,113.199,-0.40287,-0.0287457,5.01488,0.000397124
23.83,113.249,-0.404311,-0.0287258,5.01488,0.000398546
23.84,113.299,-0.405752,-0.0287057,5.01488,0.000399966
23.85,113.349,-0.407191,-0.0286856,5.01488,0.000401386
23.86,113.399,-0.40863,-0.0286655,5.01488,0.000402805
23.87,113.449,-0.410067,-0.0286452,5.01488,0.000404222
23.88,113.5,-0.411504,-0.0286249,5.01488,0.000405639
23.89,113.55,-0.412939,-0.0286045,5.01488,0.000407054
23.9,113.6,-0.414373,-0.0285841,5.01488,0.000408469
23.91,113.65,-0.415807,-0.0285635,5.01488,0.000409883
23.92,113.7,-0.417239,-0.0285429,5.01488,0.000411295
23.93,113.75,-0.41867,-0.0285223,5.01488,0.000412707
23.94,113.801,-0.4201,-0.0285015,5.01488,0.000414118
23.95,113.851,-0.42153,-0.0284807,5.01488,0.000415527
23.96,113.901,-0.422958,-0.0284598,5.01487,0.000416936
23.97,113.951,-0.424385,-0.0284389,5.01487,0.000418343
23.98,114.001,-0.425811,-0.0284179,5.01487,0.00041975
23.99,114.051,-0.427236,-0.0283968,5.01487,0.000421155
24,114.101,-0.42866,-0.0283756,5.01487,0.000422559
24.01,114.152,-0.430083,-0.0283544,5.01487,0.000423963
24.02,114.202,-0.431504,-0.0283331,5.01487,0.000425365
24.03,114.252,-0.432925,-0.0283117,5.01487,0.000426766
24.04,114.302,-0.434345,-0.0282902,5.01487,0.000428167
24.05,114.352,-0.435763,-0.0282687,5.01487,0.000429566
24.06,114.402,-0.437181,-0.0282471,5.01487,0.000430964
24.07,114.452,-0.438597,-0.0282255,5.01487,0.000432361
24.08,114.503,-0.440012,-0.0282038,5.01487,0.000433757
24.09,114.553,-0.441427,-0.028182,5.01487,0.000435152
24.1,114.603,-0.44284,-0.0281601,5.01487,0.000436546
24.11,114.653,-0.444252,-0.0281382,5.01487,0.000437938
24.12,114.703,-0.445663,-0.0281162,5.01487,0.00043933
24.13,114.753,-0.447073,-0.0280941,5.01487,0.000440721
24.14,114.803,-0.448481,-0.0280719,5.01487,0.00044211
24.15,114.854,-0.449889,-0.0280497,5.01487,0.000443499
24.16,114.904,-0.451295,-0.0280274,5.01487,0.000444886
24.17,114.954,-0.452701,-0.0280051,5.01487,0.000446272
24.18,115.004,-0.454105,-0.0279827,5.01487,0.000447657
24.19,115.054,-0.455508,-0.0279602,5.01487,0.000449041
24.2,115.104,-0.45691,-0.0279376,5.01487,0.000450424
24.21,115.155,-0.458311,-0.027915,5.01487,0.000451806
24.22,115.205,-0.45971,-0.0278923,5.01487,0.000453187
